label,claim,model,readability,word_pos,claim_id,binary_label
FC,9677 تَفْكِير_noun 1 GPT4 تعتبر تقنيات التفكير الإيجابي أداة مفيدة لمواجهة التحديات,والضغوط,,الحياة,,correct
FC,8334 حَجَر_noun 1 ChatGPT تستخدم الأدوات الحجرية في العديد من الحضارات,القديمة,,الأدوات,,correct
FC,6622 ثِقَة_noun 2 ChatGPT الثقة تعني الإيمان,بصدق,,وجدارة,,correct
FC,4259 تَعْلِيم_noun 1 GPT4 تأسست جامعة الأزهر في القاهرة عام 970 ميلادي، وهي أحد أقدم,المؤسسات,,في,,correct
FI,2108 تَحْقِيق_noun 2 GPT4 في علم النفس، يتم إجراء تحقيق ميداني لدراسة سلوك الإنسان والتفاعلات,الاجتماعية,,بيئته,,incorrect
FC,1077 عام_noun 2 GPT4 تأسست الجمعية العامة للأمم,المتحدة,,عام,1945.0,correct
FI,6054 مُشْتَرَك_adj 2 ChatGPT العديد من الدول العربية لديها,مشترك,,الخليج,,incorrect
FC,203 كُلّ_noun_quant 1 ChatGPT كل الأرقام الأولية هي الأرقام التي لا يمكن قسمها على أي عدد,آخر,,1,,correct
FC,1070 حال_noun 1 GPT4 في حال الاصابة بالسكري يفضل اتباع نظام غذائي,صحي,,الرياضة,,correct
FC,3075 مالِيّ_adj 4 ChatGPT اللغة الرسمية,في,,هي,,correct
FC,8722 تِجارَة_noun 1 ChatGPT تعد تجارة الذهب من الأنشطة الاقتصادية الرئيسية,في,,الخليج,,correct
FC,6890 مَحَطَّة_noun 1 GPT4 تعتبر محطة ميناء جدة الإسلامي أكبر ميناء على البحر الأحمر ويقع في مدينة,جدة,,العربية,,correct
FC,5733 طَعام_noun 1 ChatGPT يعتبر الخضروات والفواكه جزءًا هامًا من النظام الغذائي,الصحي,,تناولها,,correct
FC,9712 نُور_noun 1 ChatGPT تعتبر الشمس مصدرًا,رئيسيًا,,في,,correct
FC,2970 رِسالَة_noun 1 GPT4 تناولت رسالة موسى الكاظم بن جعفر الصادق إلى هارون الرشيد العلاقات السياسية,والدينية,,العباسيين,,correct
FC,3161 كُرَة_noun 1 ChatGPT كرة القدم هي الرياضة,الأكثر,,في,,correct
FI,5568 جَلْسَة_noun 3 GPT4 أُقيمت أول جلسة للبرلمان المصري عام 1866,لتمثيل,,ووضع,,incorrect
FC,5026 مَكْتَب_noun 1 GPT4 مكتب الأمم المتحدة لتنسيق الشؤون الإنسانية يقوم بتنسيق,الاستجابة,,للأزمات,,correct
FC,4667 دَقِيقَة_noun 1 GPT4 الأرض تستغرق 23 ساعة و56 دقيقة و4 ثوان لإكمال,دورة,,حول,,correct
FI,9572 مَلْعَب_noun 1 ChatGPT تم بناء ملعب الكامب نو في برشلونة عام 1957 ويتسع,لأكثر,,"99,000",,incorrect
FC,282 ثُمَّ_conj 2 ChatGPT ثمَّة أكثر من 22 دولة تستخدم,اللغة,,كلغة,,correct
FC,2399 دُولار_noun 2 GPT4 يمكن العثور على رمز الدولار,الأمريكي,,رمز,,correct
FI,415 شَيْء_noun 1 ChatGPT الشيء الذي يميز الإنسان عن الحيوان هو,القدرة,,التفكير,,incorrect
FI,4676 مَصْلَحَة_noun 3 GPT4 من مصلحة الدولة تعزيز التعليم,لزيادة,,النمو,,incorrect
FI,"5074 فِيلْم_noun 1 ChatGPT فيلم ""المصير"" هو أول فيلم عربي يحصل على جائزة الأسد الذهبي في مهرجان",البندقية,,عام,1970.0,incorrect
FI,4787 مُشارَكَة_noun 2 GPT4 فازت الأردن في بطولة كأس العرب لكرة القدم عام 1964 بعد,مشاركة,,منتخبات,,incorrect
FC,8188 زَمَن_noun 1 GPT4 في العصور الوسطى، كان زمن الممالك الأوروبية يعتمد,على,,الكنائس,,correct
FC,4869 إِعادَة_noun 1 GPT4 تعتبر إعادة توطين اللاجئين حلاً لمشكلة النزوح,القسري,,المستوى,,correct
FC,1777 سَيِّدَة_noun 1 GPT4 تُعتَبَر سيدة العذراء مريم أم المسيح مقدسة,في,,الإسلامية,,correct
FI,4938 دَعْوَة_noun 2 GPT4 يتكون الجهاز الهضمي لدى الإنسان,من,,أجزاء,,incorrect
FC,7229 هٰكَذا_adv 3 GPT4 هكذا تم افتتاح قناة السويس في مصر عام 1869 لتصبح واحدة من أهم,الممرات,,في,,correct
FC,3385 فَصْل_noun 1 ChatGPT فصل الحصاد يبدأ في,أغسطس,,في,,correct
FC,4420 نَقَل_verb 2 GPT4 استخدم الفراعنة في مصر نقل الحجارة بواسطة القوارب على,النيل,,المعابد,,correct
FC,5025 مَكْتَب_noun 1 ChatGPT يوجد مكتب للأمم المتحدة,في,,اللبنانية,,correct
FI,2047 مَرْكَز_noun 2 GPT4 تأسس مركز الملك عبد العزيز الثقافي العالمي في الظهران بالمملكة,العربية,,عام,2008.0,incorrect
FC,2727 ماء_noun 1 GPT4 يحتوي جسم الإنسان على نسبة تتراوح بين,60%,,من,,correct
FC,655 حِين_noun 3 ChatGPT حين يتم تناول الطعام،,يتم,,في,,correct
FC,9937 إِلٰه_noun 1 GPT4 الإله رع هو إله الشمس,في,,المصرية,,correct
FC,1835 مِلْيُون_noun_num 3 ChatGPT يعتبر الأمازون أكبر غابة في العالم بمساحة تزيد عن,٦,,كيلومتر,,correct
FI,5070 طالِب_noun 1 GPT4 تعد جامعة الأزهر الشريف أقدم جامعة إسلامية ما زالت تعمل حتى الآن ويدرس,بها,,من,,incorrect
FI,1381 أَضاف_verb 2 ChatGPT أضافت الحكومة المصرية ١٠٠٠ جنيه إلى رواتب الموظفين,العاملين,,القطاع,,incorrect
FC,4329 وُصُول_noun 1 GPT4 عند وصول كريستوفر كولومبوس إلى العالم الجديد في عام 1492،,بدأت,,الاستكشاف,,correct
FC,9816 ضَوْء_noun 1 GPT4 الضوء ينتشر في الفراغ بسرعة,"299,792",,في,,correct
FC,2128 قَضِيَّة_noun 3 GPT4 قضية الجزر المتنازع عليها بين الصين,واليابان,,منذ,,correct
FI,5034 غَرْبِيّ_adj 3 ChatGPT المناخ الغربي للولايات المتحدة الأمريكية يتميز,بالأمطار,,والرياح,,incorrect
FC,6871 تَكَلَّم_verb 1 ChatGPT تكلم الرئيس الأمريكي جو بايدن في,خطابه,,بعد,,correct
FC,5620 مَعْرِفَة_noun 3 GPT4 تعتبر المعرفة الدينية أحد أنواع المعرفة التي تستند إلى,النصوص,,والتفسيرات,,correct
FC,2093 نِسْبَة_noun 3 ChatGPT نسبة الفقر في مصر تصل,إلى,,من,,correct
FC,5967 ٱِقْتِصاد_noun 3 GPT4 تعتبر الصين ثاني أكبر اقتصاد في العالم,بعد,,المتحدة,,correct
FC,3876 فَضْل_noun 3 GPT4 فضل الكركديه على الجهاز الهضمي ويقوي المناعة,ويحمي,,أمراض,,correct
FC,673 حَتَّى_conj_sub 1 ChatGPT حتى عام 2019، كانت الولايات المتحدة الأمريكية تمتلك,أكبر,,في,,correct
FC,2389 حُكْم_noun 3 GPT4 حكم عمرو موسى الجامعة العربية كأمين عام من,عام,2001.0,إلى,2011.0,correct
FC,9278 مِسْكِين_noun 1 GPT4 في الفقه الإسلامي، يعتبر المسكين هو من ليس لديه ما,يكفي,,احتياجاته,,correct
FC,7964 تَقَدَّم_verb 3 ChatGPT تقدم العديد من الدول,خدمات,,الصحية,,correct
FI,1387 أَضاف_verb 2 GPT4 أضاف موقع اليونسكو مدينة الأقصر المصرية إلى قائمة التراث,العالمي,,عام,1979.0,incorrect
FC,3093 مُسْتَوَى_noun 1 ChatGPT يتم تحديد مستوى الجودة في التعليم,بناءً,,معايير,,correct
FC,7818 ٱِزْداد_verb 2 GPT4 ازداد الفنان المصري عادل إمام في,مدينة,,عام,1940.0,correct
FC,870 هُناكَ_adv 1 GPT4 هناك قارة أستراليا التي تعتبر منطقة غنية بالتنوع,البيولوجي,,البرية,,correct
FC,8309 ٱِنْطَلَق_verb 4 GPT4 انطلق العمل على قناة السويس بإشراف المهندس فرديناند دي لسبس,في,25.0,أبريل,1859.0,correct
FC,4583 قُعَدَة_noun 5 ChatGPT أمين المكتبة هو المسؤول عن إدارة المكتبة,وتنظيم,,والمصادر,,correct
FC,5875 غَرْب_noun 3 ChatGPT يعتبر الساحل الغربي لأمريكا الجنوبية موطنًا,للعديد,,الحضارات,,correct
FC,5170 ضَمّ_verb 4 GPT4 يتم احتفال الطلاب في الوطن العربي باليوم العالمي للطالب في 17,نوفمبر,,كل,,correct
FC,534 قَبْل_noun 1 ChatGPT قبل ٣٠٠ سنة كان,الناس,,الشموع,,correct
FC,7977 سُوء_noun 3 GPT4 سوء الهضم يمكن أن يكون نتيجة لتناول الطعام بسرورة أو تناول,كميات,,من,,correct
FC,3958 وَسَط_noun 1 GPT4 وسط الجهاز العصبي يتكون,من,,والحبل,,correct
FC,887 أُخْرَى_adj 3 GPT4 ألعاب القوى تضم العديد من الفعاليات الرياضية,الأخرى,,القفز,,correct
FC,9271 مِسْكِين_noun 1 ChatGPT المسكين هو شخص,يعاني,,الفقر,,correct
FI,3257 كَيْ_conj_sub 3 GPT4 كي لارج هي شركة فرنسية متخصصة في تصنيع,وتوزيع,,الجاهزة,,incorrect
FC,9162 قَرْن_noun 3 ChatGPT يعتبر القرن الثالث عشر من أهم,القرون,,تاريخ,,correct
FC,1600 أَحَد_noun 1 GPT4 أحد أقدم المكتبات التاريخية هي,مكتبة,,في,,correct
FC,9715 نُور_noun 1 ChatGPT يستخدم النور في العديد من الصناعات,مثل,,الإلكترونية,,correct
FI,7816 ٱِزْداد_verb 2 GPT4 ازداد الكاتب الجزائري أحمد بن بيتور في,مدينة,,عام,1929.0,incorrect
FC,8460 لَوْلا_conj_sub 3 GPT4 لولا اكتشاف البنسلين من قبل العالم البريطاني الكسندر فلمينج، لما كانت,البكتيريا,,للعلاج,,correct
FC,2326 قَرار_noun 2 GPT4 قرار الأمم المتحدة 242 يعتبر أساساً لعملية,السلام,,الشرق,,correct
FI,5576 ٱِلْتَفَت_verb 4 GPT4 التفت الأرض حول,محورها,,23.5,,incorrect
FC,6149 أَعْلَى_adj_comp 1 GPT4 يعتبر برج خليفة في دبي أعلى بناء صنعه,الإنسان,,828,,correct
FC,2025 طِفْل_noun 1 ChatGPT وقع انفجار في مدينة بيروت اللبنانية مما أسفر عن مقتل وإصابة العديد من,الأشخاص,,المباني,,correct
FI,1187 خَرَج_verb 1 GPT4 خرجت المملكة العربية السعودية من أوبك في عام 1960 وأعيد,انضمامها,,عام,1965.0,incorrect
FC,4855 أَفاد_verb 4 ChatGPT أفادت الدراسات العلمية بأن الرياضة تساعد,على,,الصحة,,correct
FC,9182 نَشَر_verb 2 ChatGPT تعتبر الصحف من أهم,وسائل,,في,,correct
FI,1884 قَصْر_noun 1 ChatGPT يعتبر قصر الصفاية في الأردن من أهم,المعالم,,في,,incorrect
FC,9217 ٱِنْبَغَى_verb 3 GPT4 تأسست جامعة الأزهر الشريف في القاهرة عام 970 ميلادي، ومنذ ذلك الحين انبغى لها أن تلعب دورًا مهمًا,في,,العلوم,,correct
FC,6957 قاعَة_noun 2 GPT4 تستخدم قاعة الأمم المتحدة في نيويورك لعقد الجلسات العامة,للدول,,في,,correct
FC,9236 أَصْدَر_verb 3 GPT4 أصدر الإمبراطور الروماني قسطنطين الأول مرسوم ميلانو,في,,313,,correct
FC,1786 فَتاة_noun 1 GPT4 فتاة سعودية تُدعى رهف القنون هربت من عائلتها بسبب تعرضها للاضطهاد,وطلبت,,في,,correct
FI,4708 رَجا_verb 3 GPT4 رجا يوسف هو كاتب ومنتج مصري، ألّف العديد من,المسلسلات,,العربية,,incorrect
FC,9158 دِينِيّ_adj 2 GPT4 توجد العديد من المواقع الدينية,في,,والمدينة,,correct
FC,4811 وَسِيلَة_noun 2 ChatGPT الخوف هو رد فعل طبيعي للجسم عند التعرض,لموقف,,أو,,correct
FI,279 يا_part_voc 1 GPT4 يا له من إنجاز عظيم أن يكون الرئيس المصري أنور السادات هو أول رئيس عربي,يزور,,عام,1977.0,incorrect
FC,774 لَمّا_conj_sub 1 ChatGPT لماذا يعتبر الكعبة المشرفة أول بيت,وضع,,على,,correct
FC,305 نَفْس_noun 1 ChatGPT تعتبر النفس,مصدر,,والمشاعر,,correct
FI,4226 مَحْكَمَة_noun 2 GPT4 في مصر، تأسست محكمة النقض عام 1875 وهي أعلى محكمة,في,,الجنائية,,incorrect
FC,7671 رَقْم_noun 1 ChatGPT رقم ١٠ هو,الرقم,,للنظام,,correct
FC,3363 صَباح_noun 1 ChatGPT تعاونت الدول العربية في إطلاق,قمر,,مشترك,,correct
FC,3722 فَتْح_noun 1 ChatGPT فتح الأندلس كان,في,,711,,correct
FC,7867 نَهار_noun 1 GPT4 تعتبر النهار جزءاً من الدورة اليومية للأرض,والتي,,24,,correct
FI,3575 أَرْبَع_noun_num 1 ChatGPT تحتوي الأرض على أربعة طبقات رئيسية: القشرة، المانتل،,النواة,,والنواة,,incorrect
FI,5462 أَعْلَم_adj_comp 2 ChatGPT أعلم أن القرآن الكريم,يتكون,,114,,incorrect
FC,4188 طَبِيب_noun 1 GPT4 ابن سينا كان طبيب وفيلسوف إيراني عاش في القرون الوسطى وكتب,كتاب,,في,,correct
FC,2951 بَرْنامَج_noun 1 ChatGPT برنامج الأمم المتحدة الإنمائي يهدف إلى تحسين مستوى,الحياة,,الدول,,correct
FC,9476 شَعْبِيّ_adj 4 GPT4 الرقص الشعبي يعتبر جزءاً مهماً من التراث الثقافي,في,,البلدان,,correct
FI,1998 قَدَّم_verb 1 GPT4 تم قدم أول براءة اختراع لمصعد كهربائي على يد الأمريكي إليشا,أوتيس,,عام,1852.0,incorrect
FI,2779 حَقِيقَة_noun 1 GPT4 حقيقة أن الإنسان يتكون من,حوالي,,من,,incorrect
FC,390 عِنْد_noun 1 GPT4 عند استخدام الطاقة المتجددة، نساهم في الحفاظ,على,,والموارد,,correct
FC,8270 لَقِي_verb 3 GPT4 لقي الفنان الإيطالي ليوناردو دا فينشي شهرة,واسعة,,لوحته,,correct
FI,2941 زَوْج_noun 1 ChatGPT زوج الحيوانات يتم اختياره بعناية لضمان تكاثر النوع,والحفاظ,,التنوع,,incorrect
FC,4408 رَدّ_noun 1 GPT4 رد الفعل الحيوي يحدث داخل الكائنات الحية,ويساهم,,عمليات,,correct
FC,773 لَمّا_conj_sub 1 ChatGPT لماذا يعتبر البتراء من أهم,المدن,,في,,correct
FI,9423 سَرِير_noun 1 ChatGPT تجاوزت حصيلة الوفيات الناجمة عن فيروس كورونا المستجد حول,العالم,3.0,ملايين,,incorrect
FC,4656 مَرْكَبَة_noun 3 GPT4 قبل النوم، يفضل تناول وجبة خفيفة للمساعدة,في,,والنوم,,correct
FC,7702 مَسْؤُولِيَّة_noun 3 ChatGPT تحمل الشركات,مسؤولية,,المجتمع,,correct
FC,897 سَبَب_noun 1 GPT4 يعتبر سبب قوي للتدهور البيئي,هو,,الوقود,,correct
FI,4491 مَرّ_verb 1 ChatGPT المر هو نبات عشبي معمر,ينتمي,,فصيلة,,incorrect
FC,9825 مُسْتَشار_noun 3 ChatGPT يعمل المستشار السياسي على تقديم النصح للحكومات والمنظمات السياسية,فيما,,بالقرارات,,correct
FC,4439 فَكَّر_verb 1 GPT4 تشير نظرية العقل الموجه للفكر إلى أن العقل يمكن أن,يتأثر,,بالمعتقدات,,correct
FI,973 ذَهَب_verb 1 ChatGPT يتم استخدام الذهب في,صناعة,,والميداليات,,incorrect
FC,3631 وَلَد_noun 1 ChatGPT ولد الرسام الشهير بابلو بيكاسو,في,,عام,1881.0,correct
FC,1052 أَكَّد_verb 2 ChatGPT أكد الخبراء أن الرياضة اليومية تساعد على,الحفاظ,,الصحة,,correct
FC,4214 إِطْلاق_noun 4 ChatGPT تم إطلاق أول قمر صناعي عربي,للاتصالات,,عام,1996.0,correct
FC,687 مُنْذُ_prep 2 GPT4 منذ إطلاق سبوتنيك 1 في عام 1957، بدأت عصر استكشاف الفضاء,وتطورت,,الأقمار,,correct
FC,936 طَرِيق_noun 1 GPT4 الطريق الحريري كان طريق تجاري قديم,يربط,,الشرق,,correct
FC,2088 ظَنّ_verb 3 GPT4 ظن الجميع أن الأرض تدور حول الشمس، حيث أنها تستغرق 365.25,يومًا,,دورة,,correct
FC,9534 ذِكْرَى_noun 2 ChatGPT تصادف ذكرى وفاة الشاعر الكبير نزار قباني,في,,من,,correct
FC,6226 مَعْلُوم_noun 4 GPT4 القراءة المستمرة للكتب تزيد من معلومات,الإنسان,,مختلف,,correct
FI,2707 قائِد_noun 2 GPT4 كان القائد جوليوس قيصر حاكمًا وجنرالًا رومانيًا,بارزًا,,للجمهورية,,incorrect
FI,566 أَنا_pron 1 GPT4 أنا الذكاء,الاصطناعي,,بالاسم,,incorrect
FC,4104 نار_noun 1 ChatGPT يمكن استخدام النار في الطهي,والتدفئة,,الطاقة,,correct
FC,1385 أَضاف_verb 2 ChatGPT أضافت الحكومة الأمريكية ٥٠٠ مليون دولار لتمويل البحث العلمي,في,,الطاقة,,correct
FC,8910 ثَرْوَة_noun 3 GPT4 تميزت الإمارات العربية المتحدة بثروتها السياحية وجذبت,الملايين,,الزوار,,correct
FI,5652 سَمَح_verb 1 ChatGPT القانون الأردني يسمح بالزواج بين,الأشخاص,,نفس,,incorrect
FC,2672 شَعَر_verb 1 ChatGPT يعود أصل الشعر إلى العصور القديمة، حيث كان يستخدم للتعبير,عن,,والمعاني,,correct
FC,1431 شَرْق_noun 2 ChatGPT تقع الصين في,الشرق,,من,,correct
FC,1439 شَرْق_noun 2 GPT4 الشرق الأقصى يشمل دول شرق آسيا,مثل,,وكوريا,,correct
FC,9112 نَوْم_noun 1 ChatGPT النوم العميق يحفز إنتاج الهرمونات التي تساعد على,نمو,,وإصلاح,,correct
FC,9950 خَلا_verb 4 GPT4 اكتشف عالم الفيزياء العربي ابن الهيثم خلا عمله طريقة,جديدة,,الضوء,,correct
FC,6907 شِدَّة_noun 3 GPT4 تعتبر الشدة جزءًا من علامات,التشكيل,,اللغة,,correct
FC,2724 ماء_noun 1 ChatGPT يتم استخدام الماء في الزراعة والصناعة,والطاقة,,والتنظيف,,correct
FC,9480 شَعْبِيّ_adj 4 GPT4 يُعتبر الفلكلور الشعبي مجموعة من القصص والأساطير والأغاني,التي,,بين,,correct
FI,9408 خَبِير_noun 3 GPT4 عمل الدكتور مصطفى محمود كخبير في الهندسة الكيميائية قبل أن,يصبح,,ومفكرًا,,incorrect
FC,1278 صاحِب_noun 1 GPT4 صاحب شركة مايكروسوفت، بيل جيتس، هو أحد أغنى أشخاص العالم ويعمل,في,,التكنولوجيا,,correct
FC,6396 مَرَض_noun 1 GPT4 السرطان مرض خبيث يصيب الخلايا ويمكن,أن,,في,,correct
FI,4758 خَشِي_verb 3 GPT4 خشي العالم الكلاسيكي الفلسفي الإغريقي ابن,رشد,,والفلسفة,,incorrect
FC,4052 عَشَر_noun_num 2 ChatGPT يتكون الجهاز التنفسي للإنسان من عشرات الملايين,من,,الهوائية,,correct
FI,7639 غَرَض_noun 3 GPT4 تأسس الجمعية الفلكية الدولية في عام 1919 بغرض تشجيع الدراسة,والبحث,,مجال,,incorrect
FC,8358 إِعْلام_noun 4 GPT4 يعتبر المغرب من البلدان العربية التي حظيت بتطور كبير في مجال الإعلام، ففي عام 1920 تأسست أول,جريدة,,تسمى,,correct
FC,4767 حِوار_noun 2 GPT4 تمثل مبادرة الحوار بين الأديان جهوداً عالمية لتعزيز,التفاهم,,المعتقدات,,correct
FC,3842 مُجْتَمَع_noun 2 ChatGPT تتميز الثقافة العربية,بالتعاون,,في,,correct
FC,7650 أَداء_noun 3 GPT4 سجلت دولة الإمارات العربية المتحدة أداء قوياً,في,,البنية,,correct
FC,6294 دِيمُقراطِيّ_adj 4 ChatGPT يمكن تحسين العقل من خلال ممارسة التمارين العقلية مثل,حل,,والألعاب,,correct
FC,680 حَتَّى_conj_sub 1 GPT4 توفي الفيلسوف اليوناني أرسطو عام 322 قبل الميلاد حتى وصول,الإسكندر,,إلى,,correct
FC,3637 وَلَد_noun 1 GPT4 ولد الفيلسوف العربي ابن رشد في,قرطبة,,عام,,correct
FC,"9568 صارُوخ_noun 1 GPT4 يُعتبر صاروخ ""فالكون هيفي"" لشركة سبيس إكس أقوى صاروخ تجاري حاليًا وقد أطلق لأول",مرة,,فبراير,2018.0,correct
FI,1091 وَقْت_noun 1 ChatGPT وقت الصلاة في الرياض اليوم,هو,,١٢:٠٠,,incorrect
FI,7608 سَمَّى_verb 1 GPT4 سمى الشاعر العراقي بدر شاكر السياب أحد أشهر قصائده,"""إلى",,نسبة,,incorrect
FC,9994 شَخْصِيَّة_noun 2 ChatGPT شخصية الشيخ محمد بن راشد آل مكتوم هو حاكم دبي ونائب رئيس,دولة,,العربية,,correct
FC,2749 قانُون_noun 3 GPT4 تم تأسيس القانون الدولي العام بعد الحرب العالمية الثانية,لتنظيم,,بين,,correct
FC,891 سَبَب_noun 1 ChatGPT سبب اندلاع الحرب العالمية الأولى كان اغتيال الأرشيدوق النمساوي فرانز,فرديناند,,عام,1914.0,correct
FC,6959 قاعَة_noun 2 GPT4 تعتبر قاعة المؤتمرات بالقاهرة أكبر قاعة لاستضافة المؤتمرات في مصر,وتتسع,,2500,,correct
FC,6737 بات_verb 4 GPT4 بات العربي يعتبر اللغة الرسمية لأكثر من,20,,حول,,correct
FC,"9467 ٱِعْتَرَف_verb 2 GPT4 اعترف الرسام العالمي بابلو بيكاسو بأن لوحة ""غيرنيكا"" كانت",إحدى,,الأكثر,,correct
FC,3819 جَنُوب_noun 2 GPT4 جنوب إفريقيا هي دولة تقع في أقصى جنوب القارة الإفريقية وتعتبر,من,,الاقتصادات,,correct
FC,9487 صَبْر_noun 1 GPT4 الصبر على النوائب والمصائب يعتبر من,أهم,,في,,correct
FC,3648 تَحَدَّث_verb 1 GPT4 تحدث الكاتب العربي جبران خليل جبران عن الحب,والحياة,,كتابه,,correct
FC,9177 تُهْمَة_noun 2 GPT4 تعرض الرئيس الأمريكي السابق دونالد ترامب لتهمة التحريض على,التمرد,,يناير,2021.0,correct
FC,8658 واقِف_adj 1 GPT4 في مصر، يعتبر تمثال الواقف المشهور للفنان محمود مختار,من,,التحف,,correct
FI,5936 حاجّ_noun 1 GPT4 حاج مراد الطالبي هو أحد أبرز الزعماء الجزائريين في المقاومة,الشعبية,,الاستعمار,,incorrect
FC,6735 بات_verb 4 ChatGPT بات العالم,يعاني,,تغير,,correct
FI,3300 أَمْنِيّ_adj 3 GPT4 تحتوي مدينة أمني على معلم ثقافي مهم هو مسرحها الروماني الذي يعود تاريخ بنائه,إلى,,الثاني,,incorrect
FC,3094 مُسْتَوَى_noun 1 ChatGPT يتم تحديد مستوى الفقر بناءً,على,,والمعيشة,,correct
FC,5870 حُرِّيَّة_noun 1 GPT4 حرية التجمع السلمي مكفولة في,معظم,,البلدان,,correct
FC,3450 أَقَلّ_adj_comp 1 GPT4 أقل نسبة للأمية في العالم توجد في أندورا,حيث,,النسبة,,correct
FC,6765 جَوّ_noun 3 ChatGPT يمكن استخدام الرادار لرصد,حركة,,وتوقع,,correct
FC,5846 حارِس_noun 1 GPT4 حارس المرمى السابق لمنتخب مصر، عصام الحضري، هو أكبر حارس مرمى يلعب في تاريخ,كأس,,لكرة,,correct
FC,6835 ٱِثْن_noun_num 4 ChatGPT اثنان هما عدد,الأيدي,,يمتلكها,,correct
FI,2023 طِفْل_noun 1 ChatGPT وقع انفجار في مصنع للكيماويات في مدينة تيانجين الصينية مما أسفر عن مقتل 173 شخصًا وإصابة,أكثر,,800,,incorrect
FC,2390 حُكْم_noun 3 GPT4 حكم الملك عبدالله بن عبد العزيز آل سعود المملكة العربية السعودية من 2005,حتى,,في,2015.0,correct
FC,4617 سَعَى_verb 3 GPT4 سعى الملك عبد العزيز آل سعود لتوحيد المملكة العربية,السعودية,,الدولة,,correct
FC,"9220 ٱِنْبَغَى_verb 3 GPT4 في القرون الوسطى، انبغى للطبيب والفيلسوف ابن سينا أن يكتب كتاب ""القانون في الطب"" الذي أصبح مرجعًا",مهمًا,,علم,,correct
FC,2274 سُلْطَة_noun 3 ChatGPT سلطة الفاصوليا الخضراء تحتوي,على,,والبروتينات,,correct
FC,4659 مَرْكَبَة_noun 3 GPT4 قبل السفر إلى الخارج، يجب التأكد من صلاحية جواز,السفر,,التأشيرة,,correct
FI,2650 وَضْع_noun 2 GPT4 أين يقع أعلى قمة جبلية في العالم، إيفرست، والتي تقع,في,,جبال,,incorrect
FI,8703 حَبِيب_noun 1 ChatGPT حبيب هو اسم شهر في التقويم الهجري يوافق شهر,فبراير,,التقويم,,incorrect
FI,657 حِين_noun 3 GPT4 حين اكتشف العالم إبراهيم الفازاري المنارة الأولى للمسجد,الأموي,,القرون,,incorrect
FC,6739 بات_verb 4 GPT4 باتت السعودية أكبر مصدر للنفط في العالم,بعد,,حقل,,correct
FI,3567 نِهايَة_noun 1 GPT4 انتهت الحرب الأهلية الأمريكية في 9 أبريل,1865,,القوات,,incorrect
FC,9451 واصَل_verb 2 ChatGPT واصل النيل طوله 6650 كيلومتراً,ويعد,,أنهار,,correct
FC,2616 حَسَب_noun 2 GPT4 حسب الإحصاءات العالمية، يتكلم أكثر من ٢٧٠,مليون,,اللغة,,correct
FC,9791 مُرَشَّح_noun 4 ChatGPT الظن الجيد يمكن أن يساعد في,تحسين,,الشخصية,,correct
FC,1142 ٱِسْتَطاع_verb 1 ChatGPT استطاع العلماء تطوير لقاح فعال ضد فيروس كورونا المستجد,خلال,,زمنية,,correct
FC,9548 لَهْجَة_noun 4 GPT4 تختلف اللهجة العربية في كل منطقة عربية عن الأخرى بسبب التاريخ,والجغرافيا,,الثقافية,,correct
FI,518 سَنَة_noun 1 GPT4 تم إنشاء الأمم,المتحدة,,سنة,1945.0,incorrect
FC,542 ٱِبْن_noun 1 ChatGPT ابن خلدون هو,مؤرخ,,عربي,,correct
FC,5179 أَبْيَض_adj 1 GPT4 الأرز الأبيض يحتوي على كمية أقل من,الألياف,,بالأرز,,correct
FC,4836 عادَة_noun 3 GPT4 عادة ما يتم الاحتفال باليوم الوطني الإماراتي في الثاني من,ديسمبر,,كل,,correct
FC,6540 رَجَع_verb 1 GPT4 رجع العالم العربي إلى استخدام النظام الهجري في,تحديد,,والأعياد,,correct
FC,"770 ٱِسْم_noun 1 GPT4 يعتبر ""القرآن الكريم""",اسم,,المقدس,,correct
FC,5150 لَعَلَّ_verb_pseudo 3 GPT4 لعل مصر هي أكبر منتج للقطن في,العالم,,الدول,,correct
FC,4658 مَرْكَبَة_noun 3 GPT4 قبل الثورة الصناعية، كانت الزراعة,هي,,الرئيسية,,correct
FC,3626 فَعَل_verb 1 GPT4 الفعل هو الجزء الأساسي من التركيب,اللغوي,,اللغة,,correct
FC,7733 بال_noun 2 ChatGPT المرأة السعودية حصلت على حق القيادة,بالمملكة,,عام,2018.0,correct
FC,"3179 بَحْث_noun 3 GPT4 تعتبر جوائز بحث العلوم الأكاديمية ""جوائز كافلي"" واحدة من",أفضل,,البحث,,correct
FC,3238 خَبَر_noun 1 GPT4 تُعتبر رويترز أقدم وكالة أنباء في العالم، حيث تأسست في عام,1851,,أخبار,,correct
FC,2798 مُباراة_noun 1 GPT4 استضافت البرازيل مباراة كأس العالم 2014 بين ألمانيا,والأرجنتين,,استاد,,correct
FI,7288 جارِي_adj 4 GPT4 تم تأسيس جامعة جاري الحكومية في جمهورية,تتارستان,,عام,1804.0,incorrect
FC,2902 ٱِجْتِماع_noun 1 ChatGPT تم تأجيل الاجتماع السنوي للجمعية العامة للأمم,المتحدة,,جائحة,,correct
FC,4795 دِين_noun 1 ChatGPT الدين الإسلامي يحث على,العدل,,والتسامح,,correct
